tgt,src
my dad stopped smoking and drinking,بابي ماتعاشش و ماكاش كايشرب
its hard to understand this lady,صعيب فهم هاد السيدة
leave us work,خلي لينا الخدمة
drop the half of it,خلي نصها
call you,عاود ليك
the attacking strategy relied on short passes,راهبة ديال الهجوم كانت على المراجع قصيرة
What do you have?,اشنو عندك؟
we came first,وصلنا أولا
"Oh, you know everything","أوه, نتا راك كاتعرف كلشي"
He is a good chef,هو شي طبيب مزيان
I dont think  i will pray,مانضنش غادي نعاود
It's my first time wearing high heels,هادي أول مرة لي كانلبس كايطول
they gathered,جمعو
wear your size,لبس الحجم ديالك
why don't you want to participate in charity,علاش مابغيتيش تشارك ف الخير
get in till tomorrow,دخل حتى غدا
don't see me like them,ماتشوفيشني بحالهم
You don't want to get a paycheck,مابغيتيش ت تلقى شي شيك ديال لير
Don't close doors,بلا ماتسدّا البواب
i will always appreciate you even after marriage,أنا ديما غادي نقدرك حتى من بعد الزواج
evening we will hit the rods,فليل غادي نضربو لخلايا
why is this weird,مالك هادشي غريب
come with me,أجي معايا
When will you go fishing?,إمتا غادي تمشي تصيد؟
i dont wanan leave him alone,ماغانشديش يجي يخرجو
Thank you too!,شكرا حتى!
he is seeing his deeds,كايشوف ديك لشيرا
he is very smart,راه حكيم بزاف
"Yes, they're very important subjects, you're right.","آه, راه مواضيع مهمة بزاف, عندك الحق."
i spend a lot,كانفرو بزاف
Isn't your friend coming today?,واش صاحبتك ماكايجي اليوم؟
Can I talk to you tomorrow to complete the organization?,واش نقدر نتكلم معاك غدا باش نكمّل هاد التنظيم؟
its enough,هادشي كاف
any good news,شي خبر زوين
take out something good,خلي شي حاجة مزيانة
i wil lgo get cold,أنا غادي نمشي نتبرد
More like me being on trial,كايبانني أنا في المحاكمة
i will solve the problem,أنا غادي ن حلّل ليك المشكلة
take this,هادي
Where do you live?,فين كاتعيش؟
i want to make my parents happy,بغيت نسرع الواليد
why you dont wanna meet new people,علاش مابغيتيش تلاقي ناس جداد
Let me talk to you,خليني نتحدّد معاك
Don't train with them,بلا ما تدرب معهم
all day he thinks,نهار كامل كايفكر
I will visit my friend,غادي نمشي نتلب على صاحبي
i was you talking about ears,واش كنتي كاتحضر على الأور
I don't know why I'm telling you this.,ماعرفتش علاش كانڭول ليك هادشي.
It is a strange business,راه مشكل غريب
you dont know from to go,ماعارفيش منين غاتمشي
i broke up with her,تخلّقت معاها
i don't have mobile data,ماعنديش داتا ديال الهواتف
I am sure you would enjoy it!,أنا متأكد غادي تستمتع بيها!
he went,راه مشا
open the door now,فتح الباب دابا
i will buy cake,أنا غادي نشري كيكا
you will study abraod,غاتقرا لبراد
what do you think?,أش بان ليك؟
She went last year to the grave to retell it to her.,مشات العام لي فات ل قبور باش تعاود ليها.
Animals inhabit the forest,الحيوانات كايعيشو ف الغابة
It could depend a bit on the weather,إمكن داكشي يعتمد على الجو
if only I could reassure her ,كون غير قدرت ن راها راك
Your face is tough ,وجهك قاسح
just go with us,غير سير معانا
Why don't you want to retire,علاش مابغيتيش تنسح
i will explain slowly,أنا غادي نوضح ليك هادشي شوية
Let me be good,خليني نتحسّن
I am spent,أنا نفيت
he was on fire,كان كايحرق
be understandable,كون فهمي
this is so expensive,هادشي كايكلف بزّاف
we found polluted lungs,لقينا شي رافات ملوثين
we go at 9,غادي نمشيو الساعة 9
I don't cook,ماكانطبخش
I just hope they don't make too much of a ruckus,أنا غير كانتمنى مايخلّصوش بزّاف ديال هاد الفوضى
this cop is evil,راه شرطي هاد البوليس
I got soaking wet,راني راني راني رطّيت
because my fb is blocked,حيت فب ديالي مسدود
He danced at the wedding,راه راقص فالعرس
"Beets are good, but it might give you a sweet taste.",البرتيس مزيان، ولكن ممكن تعطيك طعم حلو
take care of yourself,هادي راسك
i want to stay with you,بغيت نبقى معاك
show me please,شوف ليا عفاك
we came ,راه جينا
I dare you to escape this prison,نتحداك ت هرب من هاد السجينة
hello educational salutation,أهلا سلامة تعليمية
can you discuss the impact of crowd support and how it affects your performance?,تقدر تشاور على تأثير ديال دعم الجمهور و كيفاش كايتأثر على الأداء ديالك؟
you are too late to call me,تعطلي بزّاف باش تعاود معايا
we grew together,كبرنا معا
I tried it,جربتها
i stroke my friend,أنا كانسحّر صاحبي
we are following her,و حنا كايتبعو
Why is that?,علاش هادشي؟
we didn't sleep that night,ماعمرناش ف هاد الليلة
Fasting is the best medecine,الصيام أحسن دوا
at least I am not using my hands,على الأقل ماكانستعملش يدي
just stay still,غير تبقى هاداك
I think of mop the floor,تانفكّر واش نملّح دكشي لي ف الأرض
forgive me i have something to do today,سمح ليا عندي حاجة نتديرو ليها اليوم
I was the one to blame,أنا لي كانو يلومو
the monkeys ressemble to us,القردة كايبانو عندنا
i'm alone care for my fam,أنا بوحدي كانعني على العائلة
those what i use,هادوك لي كانستعملو
there's only one thing for it,كاين غير شي حاجة
i do this for your own sake,كاندير هادشي من أجلك
i went to home to rest,مشيت لدار باش نرتاح
i did not gain anything from this business,ماكسبيتش شي حاجة من هاد البيروس
Have you tried to solve a provlem,عمرك جربتي تحل شي مشكل
of course,بطبيعة الحال
be afraid for him,خاف عليه
The desserts are in the refrigerator.,ديسيرات كاين ف الثلاجة.
"Come on, I've succeeded",أجي، نجحت
he doesn't tell me anything,ماكانڭوليش ليا شي حاجة
meaningful,معقول
 you are too late to count money,تعطلي بزّاف باش تحسب الفلوس
i thought that will come to wedding early,كان كيسحاب ليا غادي يجي ل زواج بكري
I have a few friends who play folk type instruments like the violin,عندي شوية ديال الأصدقاء لي كايعزفون على الأدوات ديال العشية بحال الكمان
Africa has 53 nations,أفريقيا فيها 53 ديال الدول
"She was born on the day of the holiday and so we agreed to call her Fetna, as in the calendar",تولدت نهار العطلة و هادا وافقنا نسموها فيتنا، بحال في التقويم
you should never criticize him,عمرك ت نقدي عليه
