tgt,src
if only i elimnated cheat,كون غير أنا غادي غادي غادي ندير
everything went because of you,كل شي كان ليا ديالك
this is not what i wished for,هادشي ماكنت تمناه
This dress suits you,هاد لباس هاد لباسك
she trust everything she heard,واش تافق على كل شي سمعته
rent a room to yourself,خسّر ليك بزّاف بزّاف
At least that means that somebody might wonder where you are and come looking,على الأقل هادشي هادشي ليا هادشي ليا غادي نشوفك
"Yes, I am definitely new here but as you are a regular you know how expensive the cocktails are here",نعم، أنا جديد هنا ولكن بزاف ديالك تدري بزاف هاد الكوكتيلات
just told you,واش قالو ليك
mind your business,راه ليك ديالك
just a little,بزّاف بزّاف بزّاف
where are you,فين فين؟
quickly,بزاف بزّاف
if only I could correct exam papers,كون غير قدرت ن صحّح أوراق الإمتياز
The last step is..,الخطوة الأخيرة هي
leave my money ,خلي ليا فلوس ديالي
we will not negotiate,مابقينا ماتفاوضنا عليه
what is wrong,راه خاطع
you are too late to  grow taller,تعطلي بزّاف باش تكبر بزّاف
you are too late to to bronze up,تعطلي بزّاف بزّاف بزّاف
what's your favorite dessert?,واش حلوتك المفضلة؟
"I liked it, neatly done  mashallah.",كانعجبني، راه راه راه بزّاف.
you should never run from the dog,مابغيتيش تهربي من الكلب
i'm choked,أنا خنقت
"No, for lunch.",لا، للغذاء.
who are you,واش هاداك
he is not ,هو ماكانش
dont believe him he lies,راه ماتصدقه راه راه راه
just a message or call,مجرد رسالة أو مكالمة
"Love is difficult, a complicated bond.",الحب صعب، رابط معقّد.
i'm afraid i've no idea,خايف ماعنديش فكرة
Well he was fine about it once I'd explained what had happened,واش راه كان راه غادي نوضح ليا ليا
No thanks no milk in my coffee and no ice in the orange juice.,مانشكرش بلا حليب في قهوتي و بلا ثلج في عصير برتقال
Let me bother him,خليني نزعجه
i need some dates,حاجة بزّاف بزّاف بزّاف
Did you see a place to shelter nearby?,واش رأيتي فين دار تأوي بزّاف؟
he is bad person,راه شرس
work harder this year,إعملو بزّاف هاد العام
visa cost are cheap,كلفتك رخيصة
what's your favorite way to spend a day off?,ما هي الطريقة المفضلة لديك لقضاء يوم راحة؟
Have you tried to stay one hour in traffic jam,عمرك جربتي باش تا باش ساعة واحد في زبدة الحركة
Do you think of climbing the tree,واش باش تفكر تتسلق الشجرة
i have ach,عندي شوية
i need to help you,خاصنا نخدمك
yes until it's fixed,نعا حتى يستقر
They said he did beat a cat.,قالو ليا هزم قطة
what you have done is a lot,واش ماعملتيه بزّاف بزّاف
"Yes, my comrades are blocked",واش راه راه ديال ديالي مسدودين
i did something bad,ديال شي شي شي حاجة سيئة
i will get cold,أنا غادي نبرد
But you told me you went on a honeymoon!,و لكنك قلت ليك مشيتي في شهر العسل!
I'm moving,غادي نتحرّك
"It's a good idea, I'll try it. ",هاد فكرة جيدة، أنا غادي نجربها.
I didn't read this book,أنا ماقرأت هاد الكتاب
Don't bring him with you,مابقيتيش نوصلو معاك
It's possible,راه ممكن
i like the teacher reading the lesson,كانعجبني المعلم بقراءة الدرس
he is rude and ill will,راه واش ليه ديال ديال ديال ديال ديال
I've followed my heart and i misseed,أنا غاديت قلب ديالي و غبت
i want a pink phone,بغيت تليفون وردي
you should never put you hands in flames,مابغيتيش تدسّي يداك في ديال اللهب
Better give them carrots,من الأفضل أن تعطيهم جزر
i dont know anything,ماكنتعرفش شي حاجة
there are so many to choose from,راه بزّاف بزّاف باش يختارو من
i thought that he broke his face,كان ليا غادي يحطّم راسه
I move easily between rocks and seaweed,تحركت بزاف بين الصخور و الخضرة البحرية
i lost voice,ضيعت صوت
there are too many mistakes,واش بزّاف بزّاف باش بزّاف
I greet your neighboor,أنا تحيي ليك بزّاف
I think of going in train,كانفكّر غادي نمشي في القطار
could you assist me with finding the right size in this clothing item?,واش تساعديني باش نوجد مقاس هاد الملبس؟
i am late,أنا متأخّر.
Wonderful!,راه!
I think if i saw this photo well,تانفكّر واش راه هاد الصورة بزّاف
feeding bottle is hard,قرعة تا غادي صعيب
who is these people,راه هاد الناس
she is matured,هادا راه طاهر
Very much so.,هادشي بزّاف
no need to deny,ماشي حاجة نرفضها
I'am washing plate,أنا غادي نغسل
i ate my food,أنا غادي تاكل ديالي
Let me make diner,خليني ندير ديالي
I love to hang out,أنا أحبّك تخرّج معاك
Let me change mood,خليني نغيّر مزاجي
they were envious,كانو حسّا
we shouldnt behave like thisщ,مابغيناش نتصرّف هادشي
you are weolcomed,هادشي راه راه
this is just for now,هادشي هاد اللحظة
i'm tired ,أنا تعبت
underliene all the words,درا غادي كل الكلمات
what you said is what remains,ماقلته هو ماتبقى
this is the last match you gonna play with us,هادشي آخر مباراة غادي تلعب معانا
there is an earthquake in morocco,هادشي زلزال في ماروكو
you will like this movie,راه غادي تحب هاد الفيلم
what happend is not important,ماحدث ماشي مهم
I think if i could ate a cake,كانفكّر واش قدرت نتا كيكة
i love my wife,أنا أعشق زوجتي
come another time,راه في وقت آخر
i was calling you,كنت نناديك
only one still awake,واحد واحد مازال واش واحد
"The weather is so good, I hope it's not too bad!",طقس جيّد، أملت أنّها ماشي بزّاف!
From my point of view,من وجهة نظري
who is this beardguy,راه هاد رجل اللحية
road is closed,طريق مسدود
and i got sick again,و مرضت مرة أخرى
time's up,هادشي الوقت
does people want it,واش ناس بغياها
i felt like i dream,أنا غادي نحلّم
I have a mixed skin,عندي جلدة مخلوطة
is that 9 months,هاد 9 شهور
Why don't you want to lose your money,علاش مابغيتيش تفقّد مالك
I dont think i will  fight you,مانضنش غادي نقاتلك
i will bring her,أنا غادي نجيبها
why are you sick,علاش تمرض؟
